id,prenotazione_id,riga,colonna
1663,779,2,7
1664,779,7,1
1665,779,6,8
1666,780,4,7
1667,780,8,6
1668,781,8,4
1669,782,4,10
1670,782,8,9
1671,782,3,7
1672,783,8,5
1673,783,4,1
1674,784,7,10
1675,784,3,8
1676,785,1,1
1677,785,3,1
1678,785,7,5
1679,786,5,9
1680,786,3,4
1681,787,7,8
1682,787,6,4
1683,788,2,5
1684,789,1,5
1685,789,10,4
1686,789,6,6
1687,789,8,4
1688,790,7,3
1689,791,2,3
1690,791,5,3
1691,792,2,1
1692,792,9,4
1693,793,10,6
1694,793,8,2
1695,793,8,3
1696,793,9,3
1697,794,7,6
1698,795,1,3
1699,796,4,2
1700,796,3,4
1701,797,3,5
1702,797,5,1
1703,798,8,3
1704,798,1,4
1705,798,2,4
1706,799,3,1
1707,800,10,6
1708,800,5,1
1709,800,5,9
1710,801,4,2
1711,801,6,5
1712,802,2,3
1713,803,8,8
1714,804,12,1
1715,804,4,3
1716,805,4,4
1717,806,8,4
1718,807,18,6
1719,807,18,10
1720,807,6,2
1721,807,3,8
1722,808,3,6
1723,808,16,5
1724,809,10,2
1725,809,8,9
1726,809,9,8
1727,809,15,9
1728,810,1,2
1729,810,5,7
1730,811,15,6
1731,811,1,7
1732,812,1,6
1733,813,8,5
1734,813,6,10
1735,814,13,2
1736,814,1,5
1737,815,12,4
1738,815,17,2
1739,815,8,2
1740,816,1,8
1741,816,16,2
1742,817,7,6
1743,817,17,8
1744,817,4,9
1745,818,11,2
1746,818,5,6
1747,818,4,5
1748,818,9,2
1749,819,4,10
1750,819,6,6
1751,820,14,8
1752,821,5,10
1753,822,16,4
1754,822,10,7
1755,823,1,4
1756,824,12,8
1757,824,3,4
1758,824,4,1
1759,824,10,3
1760,825,15,2
1761,825,14,1
1762,826,11,1
1763,827,15,1
1764,828,10,10
1765,828,12,2
1766,828,8,3
1767,829,10,8
1768,829,13,1
1769,830,13,10
1770,830,8,7
1771,830,13,4
1772,831,5,2
1773,831,5,4
1774,831,15,5
1775,832,5,3
1776,832,11,8
1777,832,14,10
1778,832,17,9
1779,833,11,5
1780,834,9,4
1781,834,18,2
1782,835,6,2
1783,835,16,10
1784,835,9,2
1785,835,17,7
1786,836,17,9
1787,836,3,2
1788,836,18,5
1789,837,15,1
1790,837,18,9
1791,838,7,9
1792,839,5,1
1793,839,6,1
1794,839,15,10
1795,840,11,3
1796,840,11,1
1797,841,17,6
1798,841,2,8
1799,841,10,9
1800,842,10,7
1801,842,8,9
1802,843,9,7
1803,843,12,7
1804,843,13,6
1805,844,4,2
1806,845,11,9
1807,846,18,4
1808,847,5,8
1809,847,8,2
1810,847,16,5
1811,848,10,10
1812,848,7,8
1813,848,3,8
1814,849,17,2
1815,849,13,2
1816,849,11,8
1817,850,6,9
1818,850,12,5
1819,851,8,1
1820,851,6,8
1821,851,8,4
1822,852,7,4
1823,853,7,3
1824,854,6,4
1825,854,6,10
1826,855,14,8
1827,855,4,5
1828,856,15,4
1829,857,11,4
1830,858,18,7
1831,858,14,1
1832,858,16,2
1833,858,13,10
1834,859,15,2
1835,860,1,1
1836,860,15,3
1837,860,4,8
1838,861,6,3
1839,861,1,7
1840,862,10,2
1841,863,16,8
1842,864,13,1
1843,865,4,1
1844,866,7,5
1845,866,3,1
1846,867,5,6
1847,867,17,10
1848,868,15,5
1849,868,12,1
1850,869,2,2
1851,869,12,9
1852,869,5,5
1853,870,3,4
1854,870,10,4
1855,871,11,2
1856,871,16,1
1857,872,17,5
1858,872,9,6
1859,872,2,3
1860,872,1,2
1861,873,12,10
1862,873,1,9
1863,873,10,5
1864,873,4,3
1865,874,12,6
1866,874,7,1
1867,875,1,8
1868,875,8,6
1869,875,7,6
1870,876,9,5
1871,876,14,4
1872,876,2,4
1873,877,3,6
1874,878,1,6
1875,878,15,7
1876,879,7,2
1877,879,1,3
1878,880,1,10
1879,880,2,5
1880,881,13,4
1881,881,12,3
1882,881,6,5
1883,882,2,1
1884,882,14,9
1885,882,15,8
1886,883,13,7
1887,884,15,6
1888,884,18,8
1889,885,12,2
1890,885,2,9
1891,886,9,9
1892,886,11,10
1893,887,2,7
1894,887,3,9
1895,887,2,6
1896,888,11,5
1897,889,16,3
1898,890,10,1
1899,890,6,9
1900,890,10,3
1901,891,16,1
1902,892,10,10
1903,892,5,4
1904,893,11,1
1905,894,18,6
1906,895,7,4
1907,895,1,9
1908,895,1,4
1909,895,9,5
1910,896,6,8
1911,896,6,4
1912,897,4,8
1913,898,13,10
1914,898,16,7
1915,898,17,2
1916,899,2,3
1917,900,5,5
1918,900,9,9
1919,901,14,2
1920,901,12,4
1921,902,3,6
1922,902,15,8
1923,903,4,4
1924,903,4,7
1925,904,7,8
1926,905,3,5
1927,905,1,1
1928,905,16,3
1929,905,17,8
1930,906,17,9
1931,907,13,1
1932,908,11,8
1933,908,15,2
1934,908,18,3
1935,909,14,10
1936,910,14,8
1937,910,18,10
1938,911,12,10
1939,911,15,3
1940,911,9,6
1941,911,13,6
1942,912,10,7
1943,912,15,5
1944,912,2,8
1945,913,9,3
1946,914,10,10
1947,914,7,9
1948,914,1,2
1949,914,8,1
1950,915,3,8
1951,916,12,10
1952,916,1,9
1953,917,6,2
1954,918,9,5
1955,918,3,6
1956,919,4,9
1957,920,6,4
1958,920,8,8
1959,921,6,3
1960,921,5,2
1961,921,11,7
1962,921,1,3
1963,922,4,1
1964,922,4,5
1965,923,7,10
1966,923,10,2
1967,923,5,10
1968,924,9,6
1969,924,2,3
1970,925,1,4
1971,926,7,2
1972,927,9,7
1973,927,12,6
1974,928,10,4
1975,928,9,10
1976,929,4,6
1977,929,11,4
1978,929,2,2
1979,929,7,4
1980,930,1,4
1981,930,8,8
1982,930,12,1
1983,931,6,2
1984,931,5,9
1985,932,3,9
1986,932,2,9
1987,932,3,2
1988,933,11,10
1989,933,9,2
1990,933,10,10
1991,933,9,3
1992,934,3,7
1993,934,2,8
1994,935,10,7
1995,935,9,7
1996,936,3,5
1997,936,1,5
1998,937,3,1
1999,937,2,6
2000,937,5,10
2001,938,9,3
2002,938,7,7
2003,938,11,2
2004,938,5,9
2005,939,7,9
2006,940,2,10
2007,941,3,5
2008,941,8,9
2009,942,1,1
2010,942,5,1
2011,942,10,9
2012,942,2,9
2013,943,1,2
2014,944,4,5
2015,944,2,4
2016,945,6,8
2017,946,12,3
2018,946,7,8
2019,947,6,9
2020,947,9,6
2021,948,7,4
2022,948,3,10
2023,949,6,5
2024,950,2,3
2025,950,4,2
2026,950,8,4
2027,951,1,7
2028,951,1,3
2029,952,3,9
2030,952,7,1
2031,953,8,8
2032,953,5,9
2033,954,8,7
2034,955,1,7
2035,956,6,5
2036,956,6,8
2037,957,9,5
2038,957,7,9
2039,957,9,6
2040,958,3,6
2041,959,7,2
2042,960,3,4
2043,960,4,4
2044,960,5,5
2045,961,5,10
2046,961,5,9
2047,962,9,1
2048,962,2,8
2049,963,5,7
2050,964,2,3
2051,965,6,2
2052,966,3,10
2053,966,7,5
2054,966,5,3
2055,966,2,1
2056,967,5,4
2057,968,5,2
2058,969,5,6
2059,970,6,7
2060,971,4,5
2061,971,8,6
2062,972,9,2
2063,973,9,10
2064,973,4,3
2065,973,1,9
2066,974,5,1
2067,975,3,5
2068,975,3,2
2069,975,3,9
2070,975,8,1
2071,976,6,4
2072,976,4,7
2073,976,4,1
2074,977,6,6
2075,977,1,3
2076,978,9,3
2077,979,3,3
2078,979,4,6
2079,980,1,7
2080,980,4,8
2081,981,2,1
2082,981,1,3
2083,981,5,7
2084,982,1,10
2085,983,8,10
2086,984,6,7
2087,984,9,7
2088,984,6,5
2089,984,6,3
2090,985,6,8
2091,985,1,8
2092,985,9,10
2093,986,2,9
2094,986,7,8
2095,986,3,5
2096,987,7,3
2097,987,4,4
2098,988,3,3
2099,988,3,4
2100,988,2,10
2101,989,2,6
2102,990,7,2
2103,990,3,4
2104,990,2,3
2105,991,6,3
2106,991,7,1
2107,992,1,5
2108,993,6,1
2109,994,10,6
2110,994,4,2
2111,995,5,1
2112,995,7,3
2113,995,4,4
2114,995,3,5
2115,996,1,2
2116,996,2,4
2117,997,7,5
2118,997,1,6
2119,997,8,4
2120,998,4,5
2121,998,9,2
2122,999,3,2
2123,1000,8,5
2124,1000,9,5
2125,1001,2,2
2126,1001,4,4
2127,1001,5,6
2128,1002,10,4
2129,1002,6,4
2130,1003,6,5
2131,1004,4,3
2132,1005,9,5
2133,1006,3,3
2134,1006,1,6
2135,1006,10,6
2136,1006,8,3
2137,1007,3,2
2138,1007,9,4
2139,1007,10,1
2140,1007,1,2
2141,1008,5,2
2142,1009,8,6
2143,1009,10,5
2144,1009,7,6
2145,1010,4,6
2146,1010,2,5
2147,1010,6,2
2148,1010,2,4
2149,1011,9,2
2150,1012,10,3
2151,1012,10,2
2152,1013,5,1
2153,1014,3,6
2154,1015,8,1
2155,1015,4,1
2156,1015,6,6
2157,1015,8,5
2158,1016,12,6
2159,1016,16,6
2160,1017,15,8
2161,1017,11,1
2162,1017,11,8
2163,1017,5,2
2164,1018,4,2
2165,1018,8,8
2166,1019,7,9
2167,1019,4,6
2168,1020,11,4
2169,1021,9,10
2170,1021,1,2
2171,1021,12,4
2172,1021,9,9
2173,1022,9,7
2174,1022,14,4
2175,1023,5,5
2176,1023,17,7
2177,1023,17,3
2178,1024,12,3
2179,1024,2,6
2180,1024,6,9
2181,1025,9,1
2182,1026,7,10
2183,1026,13,10
2184,1026,7,8
2185,1026,15,7
2186,1027,3,5
2187,1028,11,7
2188,1029,11,3
2189,1030,16,8
2190,1030,14,9
2191,1031,8,7
2192,1031,18,4
2193,1032,8,3
2194,1033,2,9
2195,1033,5,7
2196,1033,1,1
2197,1033,18,9
2198,1034,15,3
2199,1034,1,9
2200,1035,16,5
2201,1035,16,7
2202,1036,18,7
2203,1037,17,4
2204,1037,2,10
2205,1038,14,10
2206,1038,15,1
2207,1038,9,5
2208,1039,9,6
2209,1039,3,2
2210,1040,2,3
2211,1040,16,2
2212,1041,1,3
2213,1042,3,4
2214,1042,12,5
2215,1043,1,8
2216,1043,1,7
2217,1043,2,5
2218,1044,12,10
2219,1045,10,8
2220,1045,11,9
2221,1045,10,3
2222,1045,7,5
2223,1046,18,6
2224,1047,13,9
2225,1047,13,7
2226,1048,1,10
2227,1048,17,6
2228,1049,10,1
2229,1049,10,4
2230,1049,3,3
2231,1050,1,4
2232,1050,11,5
2233,1050,15,4
2234,1050,5,1
2235,1051,13,5
2236,1051,14,2
2237,1051,6,3
2238,1051,6,6
2239,1052,9,8
2240,1053,12,1
2241,1053,11,6
2242,1053,18,3
2243,1054,7,1
2244,1054,17,1
2245,1054,8,5
2246,1054,14,3
2247,1055,16,9
2248,1055,4,4
2249,1055,10,1
2250,1055,6,10
2251,1056,7,5
2252,1056,15,4
2253,1057,2,7
2254,1057,7,7
2255,1058,14,1
2256,1059,17,7
2257,1059,14,6
2258,1059,2,9
2259,1060,17,4
2260,1060,17,2
2261,1060,2,1
2262,1061,15,3
2263,1062,15,10
2264,1062,10,9
2265,1062,16,7
2266,1063,6,8
2267,1063,11,2
2268,1063,7,8
2269,1063,12,1
2270,1064,1,7
2271,1064,1,10
2272,1065,4,5
2273,1065,18,6
2274,1066,8,7
2275,1067,13,9
2276,1067,8,8
2277,1068,4,7
2278,1068,17,5
2279,1068,14,9
2280,1069,16,10
2281,1069,13,10
2282,1070,9,9
2283,1070,9,3
2284,1070,1,1
2285,1071,11,10
2286,1071,5,7
2287,1071,2,5
2288,1071,14,5
2289,1072,8,1
2290,1073,12,9
2291,1073,9,2
2292,1074,4,8
2293,1074,8,4
2294,1075,12,6
2295,1076,15,5
2296,1076,14,2
2297,1076,4,1
2298,1077,8,3
2299,1077,10,8
2300,1077,3,1
2301,1077,5,5
2302,1078,6,7
2303,1078,5,9
2304,1078,13,8
2305,1078,2,2
2306,1079,5,3
2307,1079,18,10
2308,1080,9,5
2309,1080,16,5
2310,1081,12,10
2311,1081,4,3
2312,1081,18,3
2313,1081,7,9
2314,1082,10,4
2315,1082,16,1
2316,1082,4,9
2317,1082,6,3
2318,1083,13,5
2319,1083,11,4
2320,1083,12,2
2321,1083,5,8
2322,1084,18,4
2323,1085,13,3
2324,1086,17,2
2325,1086,2,2
2326,1087,7,4
2327,1087,4,4
2328,1087,16,5
2329,1087,15,1
2330,1088,3,10
2331,1088,12,10
2332,1088,7,6
2333,1088,12,3
2334,1089,14,10
2335,1089,13,3
2336,1090,9,3
2337,1091,15,8
2338,1091,17,5
2339,1091,4,9
2340,1091,6,6
2341,1092,5,2
2342,1092,17,1
2343,1092,16,3
2344,1092,11,8
2345,1093,7,8
2346,1093,2,9
2347,1094,2,7
2348,1094,1,5
2349,1095,9,8
2350,1095,12,8
2351,1095,2,10
2352,1096,1,10
2353,1096,17,8
2354,1097,13,10
2355,1097,1,7
2356,1097,6,10
2357,1097,10,4
2358,1098,17,7
2359,1099,15,4
2360,1100,8,2
2361,1100,8,9
2362,1101,12,8
2363,1101,12,7
2364,1102,2,8
2365,1103,2,7
2366,1103,4,5
2367,1104,2,5
2368,1105,12,9
2369,1105,7,6
2370,1105,10,2
2371,1105,7,10
2372,1106,5,10
2373,1106,5,6
2374,1106,7,8
2375,1107,11,3
2376,1107,9,3
2377,1107,3,5
2378,1107,12,3
2379,1108,1,6
2380,1108,4,3
2381,1109,4,2
2382,1109,11,2
2383,1109,3,2
2384,1110,6,2
2385,1110,12,10
2386,1110,10,1
2387,1111,2,2
2388,1111,1,1
2389,1112,6,7
2390,1113,8,3
2391,1113,3,9
2392,1114,10,6
2393,1115,11,8
2394,1116,2,5
2395,1116,1,8
2396,1117,6,2
2397,1117,6,10
2398,1118,1,2
2399,1119,1,4
2400,1119,4,4
2401,1120,9,2
2402,1120,5,10
2403,1120,10,3
2404,1121,7,2
2405,1122,5,8
2406,1123,9,1
2407,1123,12,10
2408,1123,4,7
2409,1123,5,4
2410,1124,6,9
2411,1124,2,9
2412,1124,10,4
2413,1124,8,1
2414,1125,1,7
2415,1125,4,5
2416,1125,6,1
2417,1125,7,4
2418,1126,5,9
2419,1126,11,7
2420,1127,10,5
2421,1127,5,5
2422,1127,6,3
2423,1127,7,1
2424,1128,12,2
2425,1128,5,2
2426,1128,9,8
2427,1128,3,10
2428,1129,3,6
2429,1129,9,10
2430,1130,3,5
2431,1130,5,3
2432,1130,10,9
2433,1130,11,4
2434,1131,10,1
2435,1132,3,8
2436,1132,4,10
2437,1133,9,6
2438,1133,6,6
2439,1133,10,8
2440,1134,3,3
2441,1134,11,9
2442,1134,8,5
2443,1135,4,6
2444,1136,8,10
2445,1136,1,9
2446,1136,2,4
2447,1136,6,4
2448,1137,9,3
2449,1137,2,10
2450,1137,1,10
2451,1138,6,3
2452,1138,7,7
2453,1138,9,9
2454,1138,5,2
2455,1139,1,9
2456,1139,2,1
2457,1139,7,1
2458,1139,2,9
2459,1140,4,5
2460,1141,3,10
2461,1142,11,7
2462,1143,3,1
2463,1143,12,2
2464,1143,5,10
2465,1143,1,3
2466,1144,1,2
2467,1144,10,3
2468,1145,4,7
2469,1146,1,4
2470,1147,8,6
2471,1147,3,5
2472,1148,5,5
2473,1148,7,5
2474,1148,4,6
2475,1148,8,9
2476,1149,8,5
2477,1149,6,2
2478,1149,8,7
2479,1150,10,5
2480,1151,10,6
2481,1152,5,1
2482,1153,6,6
2483,1153,11,3
2484,1153,8,4
2485,1153,10,9
2486,1154,9,5
2487,1154,2,10
2488,1155,3,4
2489,1155,7,9
2490,1156,4,1
2491,1156,10,4
2492,1156,2,7
2493,1156,11,8
2494,1157,10,7
2495,1158,9,6
2496,1159,6,4
2497,1159,8,2
2498,1160,3,7
2499,1160,11,5
2500,1161,4,3
2501,1161,9,4
2502,1161,12,4
2503,1162,2,3
2504,1162,10,1
2505,1163,9,1
2506,1163,4,10
2507,1163,9,2
2508,1164,8,10
2509,1165,6,3
2510,1165,5,5
2511,1166,6,6
2512,1167,9,8
2513,1168,3,1
2514,1168,6,2
2515,1169,6,4
2516,1169,5,3
2517,1169,8,1
2518,1169,4,2
2519,1170,1,1
2520,1171,8,4
2521,1171,1,7
2522,1171,4,7
2523,1171,7,5
2524,1172,3,10
2525,1172,6,1
2526,1172,5,2
2527,1173,7,9
2528,1173,2,5
2529,1173,7,4
2530,1173,4,5
2531,1174,5,5
2532,1174,1,6
2533,1174,2,8
2534,1174,5,9
2535,1175,2,5
2536,1175,4,6
2537,1175,3,2
2538,1176,9,7
2539,1177,6,10
2540,1177,7,6
2541,1178,7,5
2542,1178,2,7
2543,1178,5,1
2544,1178,6,3
2545,1179,2,4
2546,1180,6,4
2547,1180,1,4
2548,1181,9,4
2549,1182,5,3
2550,1182,6,5
2551,1183,9,3
2552,1183,4,8
2553,1184,1,3
2554,1184,9,6
2555,1184,5,6
2556,1185,9,10
2557,1185,3,1
2558,1186,4,1
2559,1187,5,10
2560,1187,7,3
2561,1187,8,10
2562,1187,1,8
2563,1188,8,4
2564,1188,9,9
2565,1188,7,9
2566,1188,4,10
2567,1189,1,1
2568,1189,1,9
2569,1189,4,4
2570,1190,1,7
2571,1191,4,5
2572,1192,3,6
2573,1193,9,8
2574,1193,4,3
2575,1194,4,9
2576,1194,2,3
2577,1195,5,7
2578,1196,5,5
2579,1196,7,7
2580,1196,8,10
2581,1197,3,1
2582,1197,2,7
2583,1198,1,7
2584,1198,5,2
2585,1198,4,7
2586,1198,6,9
2587,1199,4,4
2588,1199,4,8
2589,1199,5,4
2590,1199,7,5
2591,1200,8,2
2592,1200,1,5
2593,1201,7,1
2594,1201,1,6
2595,1202,2,10
2596,1203,8,1
2597,1203,2,2
2598,1203,6,2
2599,1203,5,2
2600,1204,4,6
2601,1205,10,4
2602,1205,7,6
2603,1205,4,5
2604,1205,5,5
2605,1206,10,2
2606,1206,6,3
2607,1206,10,6
2608,1207,2,3
2609,1208,9,2
2610,1208,3,3
2611,1209,9,5
2612,1210,4,4
2613,1211,6,4
2614,1212,9,6
2615,1213,5,4
2616,1213,5,3
2617,1214,10,3
2618,1214,10,1
2619,1215,3,5
2620,1215,8,4
2621,1216,5,6
2622,1216,5,1
2623,1217,2,6
2624,1217,9,3
2625,1218,2,4
2626,1218,8,5
2627,1219,8,3
2628,1220,8,5
2629,1220,4,2
2630,1220,7,5
2631,1221,2,3
2632,1221,10,3
2633,1222,9,5
2634,1223,9,6
2635,1223,8,4
2636,1224,1,2
2637,1225,6,1
2638,1225,4,4
2639,1225,2,2
2640,1225,8,1
2641,1226,7,2
2642,1226,4,5
2643,1226,10,6
2644,1226,7,3
2645,1227,5,4
2646,1227,9,2
2647,1228,3,2
2648,1229,3,1
2649,1229,6,4
2650,1229,6,2
2651,1230,9,4
2652,1230,9,1
2653,1231,10,1
2654,1232,3,6
2655,1232,4,3
2656,1232,10,2
2657,1232,6,5
2658,1233,7,6
2659,1233,9,1
2660,1234,5,4
2661,1235,1,4
2662,1235,7,5
2663,1235,3,4
2664,1235,6,5
2665,1236,5,2
2666,1236,4,4
2667,1236,2,5
2668,1237,16,1
2669,1238,13,6
2670,1239,10,9
2671,1239,13,2
2672,1239,15,3
2673,1239,7,1
2674,1240,5,5
2675,1240,4,3
2676,1241,1,3
2677,1241,14,2
2678,1241,14,6
2679,1242,3,8
2680,1242,11,9
2681,1243,12,2
2682,1244,12,3
2683,1244,4,5
2684,1245,14,9
2685,1246,4,6
2686,1246,5,7
2687,1247,11,10
2688,1247,1,1
2689,1248,5,8
2690,1249,15,5
2691,1250,17,6
2692,1250,2,5
2693,1250,10,2
2694,1251,8,8
2695,1251,16,9
2696,1252,14,3
2697,1252,3,2
2698,1253,12,5
2699,1254,7,4
2700,1254,4,7
2701,1255,7,3
2702,1255,16,2
2703,1255,6,7
2704,1255,17,5
2705,1256,10,10
2706,1256,17,9
2707,1257,2,4
2708,1257,10,3
2709,1258,7,6
2710,1258,18,6
2711,1258,6,10
2712,1259,9,8
2713,1259,8,7
2714,1259,2,9
2715,1260,15,4
2716,1260,6,4
2717,1261,6,3
2718,1262,18,5
2719,1262,11,4
2720,1263,1,8
2721,1263,12,8
2722,1264,4,8
2723,1264,15,6
2724,1265,9,5
2725,1265,17,2
2726,1266,1,10
2727,1266,1,6
2728,1266,2,8
2729,1267,17,8
2730,1268,5,3
2731,1268,18,2
2732,1269,16,4
2733,1270,16,3
2734,1271,13,3
2735,1271,4,9
2736,1271,3,9
2737,1271,13,7
2738,1272,3,4
2739,1273,5,6
2740,1274,6,9
2741,1274,11,1
2742,1275,9,4
2743,1275,5,9
2744,1276,10,7
2745,1276,2,1
2746,1277,12,1
2747,1278,17,4
2748,1279,10,3
2749,1279,9,9
2750,1279,15,2
2751,1279,1,2
2752,1280,13,10
2753,1280,1,1
2754,1281,11,8
2755,1282,1,10
2756,1282,5,5
2757,1283,10,4
2758,1284,9,7
2759,1284,3,1
2760,1284,10,7
2761,1285,1,6
2762,1285,8,9
2763,1286,17,6
2764,1286,15,4
2765,1286,17,2
2766,1286,3,10
2767,1287,6,7
2768,1287,9,1
2769,1288,11,2
2770,1288,7,9
2771,1289,3,3
2772,1289,18,2
2773,1289,4,7
2774,1289,11,3
2775,1290,14,3
2776,1291,18,1
2777,1292,1,5
2778,1293,10,5
2779,1293,5,8
2780,1293,9,6
2781,1293,13,1
2782,1294,8,3
2783,1294,10,6
2784,1294,1,8
2785,1294,16,4
2786,1295,18,5
2787,1295,9,10
2788,1296,16,9
2789,1296,7,7
2790,1297,16,10
2791,1297,14,2
2792,1297,8,7
2793,1297,18,4
2794,1298,4,9
2795,1298,2,2
2796,1299,11,4
2797,1300,13,8
2798,1300,17,8
2799,1300,18,9
2800,1301,8,5
2801,1301,12,4
2802,1302,11,1
2803,1302,5,2
2804,1302,17,5
2805,1302,7,4
2806,1303,12,6
2807,1303,2,8
2808,1304,13,2
2809,1304,1,7
2810,1305,5,3
2811,1305,14,9
2812,1306,16,3
2813,1307,12,3
2814,1307,6,1
2815,1307,17,1
2816,1307,3,8
2817,1308,14,5
2818,1308,18,8
2819,1309,2,1
2820,1309,8,1
2821,1309,14,8
2822,1310,4,4
2823,1311,5,6
2824,1312,11,7
2825,1312,16,1
2826,1313,7,1
2827,1313,16,8
2828,1314,4,5
2829,1314,15,9
2830,1315,12,7
2831,1315,1,3
2832,1315,17,7
2833,1315,2,5
2834,1316,10,2
2835,1316,6,10
2836,1316,2,9
2837,1316,12,2
2838,1317,16,2
2839,1317,8,4
2840,1317,12,9
2841,1318,13,9
2842,1318,15,6
2843,1318,14,7
2844,1319,17,10
2845,1319,1,9
2846,1320,3,5
2847,1321,6,2
2848,1321,10,10
2849,1321,3,6
2850,1321,16,5
2851,1322,8,10
2852,1322,17,3
2853,1323,5,10
2854,1323,5,7
2855,1323,18,10
2856,1324,2,7
2857,1325,2,4
2858,1325,7,5
2859,1325,11,9
2860,1326,14,10
2861,1326,9,4
2862,1326,6,9
2863,1327,16,7
2864,1328,9,1
2865,1329,3,9
2866,1329,3,1
2867,1329,8,2
2868,1329,9,3
2869,1330,16,4
2870,1330,16,1
2871,1330,5,3
2872,1330,7,9
2873,1331,8,4
2874,1331,12,2
2875,1331,18,9
2876,1331,18,1
2877,1332,13,9
2878,1332,11,3
2879,1332,16,9
2880,1333,5,4
2881,1333,10,9
2882,1333,5,9
2883,1333,14,9
2884,1334,11,2
2885,1334,17,8
2886,1335,2,7
2887,1335,5,1
2888,1335,17,4
2889,1336,7,5
2890,1337,7,8
2891,1337,16,8
2892,1338,8,1
2893,1339,5,1
2894,1339,9,4
2895,1340,12,8
2896,1340,5,8
2897,1340,9,5
2898,1341,2,10
2899,1341,9,2
2900,1341,12,10
2901,1342,10,8
2902,1342,9,3
2903,1342,3,6
2904,1342,7,6
2905,1343,3,4
2906,1344,6,1
2907,1344,4,5
2908,1345,2,9
2909,1345,6,10
2910,1345,11,2
2911,1346,10,5
2912,1347,5,4
2913,1347,1,1
2914,1347,3,8
2915,1347,9,9
2916,1348,10,1
2917,1348,6,4
2918,1348,2,2
2919,1348,8,9
2920,1349,8,6
2921,1349,10,9
2922,1349,9,8
2923,1349,1,2
2924,1350,9,10
2925,1350,5,2
2926,1350,12,7
2927,1351,12,4
2928,1351,8,5
2929,1352,6,3
2930,1353,1,6
2931,1353,7,2
2932,1354,5,3
2933,1355,10,7
2934,1356,12,3
2935,1356,4,3
2936,1356,9,1
2937,1357,11,9
2938,1357,8,3
2939,1357,2,3
2940,1358,9,8
2941,1358,10,4
2942,1359,9,6
2943,1359,8,10
2944,1359,4,2
2945,1359,1,10
2946,1360,3,3
2947,1361,7,8
2948,1362,9,2
2949,1362,5,2
2950,1362,5,6
2951,1362,2,2
2952,1363,1,2
2953,1364,10,6
2954,1364,8,9
2955,1365,6,1
2956,1365,8,2
2957,1365,2,8
2958,1366,3,6
2959,1367,6,5
2960,1367,1,2
2961,1368,2,2
2962,1368,1,1
2963,1368,7,3
2964,1369,11,4
2965,1369,4,7
2966,1369,2,3
2967,1369,5,4
2968,1370,5,2
2969,1370,10,1
2970,1371,2,7
2971,1371,4,2
2972,1372,11,2
2973,1372,1,3
2974,1373,3,2
2975,1373,6,8
2976,1374,8,8
2977,1374,6,4
2978,1374,7,1
2979,1374,7,10
2980,1375,4,8
2981,1376,9,5
2982,1376,1,9
2983,1377,8,2
2984,1377,6,1
2985,1377,5,1
2986,1377,1,5
2987,1378,4,1
2988,1379,3,6
2989,1380,6,6
2990,1380,2,6
2991,1380,3,4
2992,1380,8,5
2993,1381,7,2
2994,1381,8,3
2995,1382,1,2
2996,1382,9,10
2997,1383,9,9
2998,1383,1,6
2999,1384,3,5
3000,1385,8,7
3001,1386,3,7
3002,1386,4,3
3003,1386,4,5
3004,1387,1,4
3005,1387,6,10
3006,1387,7,5
3007,1387,8,4
3008,1388,8,3
3009,1388,6,9
3010,1389,8,4
3011,1390,5,7
3012,1391,1,1
3013,1391,1,7
3014,1392,1,5
3015,1393,1,3
3016,1394,7,6
3017,1394,2,10
3018,1395,3,2
3019,1395,6,7
3020,1396,7,1
3021,1397,5,9
3022,1397,4,4
3023,1398,1,6
3024,1399,3,5
3025,1399,8,8
3026,1399,9,10
3027,1399,1,10
3028,1400,3,8
3029,1400,4,5
3030,1400,2,1
3031,1401,7,7
3032,1401,9,4
3033,1401,9,5
3034,1402,6,2
3035,1402,6,6
3036,1403,6,3
3037,1404,8,2
3038,1404,5,1
3039,1405,8,1
3040,1405,7,4
3041,1406,4,10
3042,1406,7,9
3043,1407,2,7
3044,1408,6,10
3045,1408,4,6
3046,1409,1,4
3047,1410,5,8
3048,1411,2,4
3049,1411,4,3
3050,1411,2,8
3051,1411,2,9
3052,1412,1,2
3053,1413,2,6
3054,1414,5,4
3055,1414,3,7
3056,1415,9,3
3057,1416,7,5
3058,1416,9,9
3059,1417,5,10
3060,1417,1,9
3061,1418,8,6
3062,1419,8,1
3063,1419,2,3
3064,1419,3,10
3065,1420,4,8
3066,1421,5,5
3067,1421,9,6
3068,1421,1,3
3069,1421,5,10
3070,1422,6,8
3071,1422,2,10
3072,1423,1,4
3073,1424,2,2
3074,1425,1,3
3075,1425,4,1
3076,1426,5,3
3077,1426,5,6
3078,1427,9,6
3079,1427,10,4
3080,1428,6,3
3081,1428,4,6
3082,1429,10,6
3083,1430,6,5
3084,1431,9,1
3085,1431,8,6
3086,1432,2,6
3087,1432,2,1
3088,1433,4,5
3089,1434,4,2
3090,1434,3,1
3091,1434,2,2
3092,1434,1,4
3093,1435,5,4
3094,1435,10,5
3095,1436,6,6
3096,1437,3,4
3097,1437,9,5
3098,1438,8,5
3099,1438,7,5
3100,1438,5,2
3101,1438,3,5
3102,1439,6,2
3103,1439,1,2
3104,1440,5,5
3105,1440,1,5
3106,1440,4,3
